Output File                                                               Name                                                  Type        FSH File                             Lines
StructureDefinition-pqcmc-drug-product-description.json                   DrugProductDescription                                Profile     DrugProductResources.fsh             574 - 603
StructureDefinition-pqcmc-drug-product-handle.json                        DrugProductHandle                                     Profile     DrugProductResources.fsh             559 - 572
StructureDefinition-pqcmc-drug-product-substance-impurity.json            ImpuritySubstance                                     Profile     DrugSubstanceResources.fsh           599 - 692
StructureDefinition-pqcmc-drug-product-with-impurities.json               DrugProductwithImpurities                             Profile     DrugProductResources.fsh             888 - 902
StructureDefinition-pqcmc-drug-substance-characterisation.json            DrugSubstanceCharacterisation                         Profile     DrugSubstanceResources.fsh           566 - 597
StructureDefinition-pqcmc-drug-substance-nomenclature-structure.json      DrugSubstanceNomenclatureStructure                    Profile     DrugSubstanceResources.fsh           302 - 358
StructureDefinition-pqcmc-excipient.json                                  ExcipientRaw                                          Profile     DrugSubstanceResources.fsh           208 - 269
StructureDefinition-pqcmc-graphic-attachment.json                         GraphicAttachment                                     Profile     UtilityProfiles.fsh                  15 - 21
StructureDefinition-pqcmc-graphic-reference.json                          GraphicReference                                      Profile     UtilityProfiles.fsh                  47 - 53
StructureDefinition-pqcmc-pdf-attachment.json                             PDFAttachment                                         Profile     UtilityProfiles.fsh                  23 - 29
StructureDefinition-pqcmc-polymorphic-form.json                           PolymorphicForm                                       Profile     DrugSubstanceResources.fsh           16 - 42
StructureDefinition-pqcmc-product-batch-formula.json                      BatchFormula                                          Profile     DrugProductResources.fsh             713 - 864
StructureDefinition-pqcmc-product-part.json                               FinishedProduct                                       Profile     DrugProductResources.fsh             98 - 512
StructureDefinition-pqcmc-quality-specification.json                      QualitySpecification                                  Profile     qualitySpecification.fsh             56 - 292
StructureDefinition-pqcmc-routine-drug-substance.json                     SubstanceDefinitionHandle                             Profile     DrugSubstanceResources.fsh           272 - 300
StructureDefinition-pqcmc-structure-data.json                             StructureDataAttachment                               Profile     UtilityProfiles.fsh                  39 - 45
StructureDefinition-pqcmc-structure-reference.json                        StructureReference                                    Profile     UtilityProfiles.fsh                  55 - 61
StructureDefinition-strength-extension.json                               StrengthExtension                                     Extension   DrugSubstanceResources.fsh           1 - 14
ValueSet-capsule-classification-category.json                             PqcmcCapsuleClassificationCategory                    ValueSet    Terminologies.fsh                    271 - 283
ValueSet-cmc-comp-section-types-vs.json                                   CmcCompSectionTypesVS                                 ValueSet    Terminologies.fsh                    366 - 437
ValueSet-cmc-product-name-types-vs.json                                   CmcProductNameTypesVS                                 ValueSet    Terminologies.fsh                    50 - 59
ValueSet-cmc-specification-types-vs.json                                  PqcmcQualitySpecificationSectionTypes                 ValueSet    Terminologies.fsh                    446 - 454
ValueSet-pqcmc-analytical-instrument-data-types.json                      PqcmcAnalyticalInstrumentDataTypes                    ValueSet    Terminologies.fsh                    1206 - 1212
ValueSet-pqcmc-batch-utilization-terminology.json                         PqcmcBatchUtilizationTerminology                      ValueSet    Terminologies.fsh                    16 - 28
ValueSet-pqcmc-chemical-structure-datafile-type-terminology.json          PqcmcChemicalStructureDataFileTypeTerminology         ValueSet    Terminologies.fsh                    456 - 469
ValueSet-pqcmc-closure-type-terminology.json                              PqcmcClosureTypeTerminology                           ValueSet    Terminologies.fsh                    471 - 506
ValueSet-pqcmc-coating-purpose.json                                       PqcmcCoatingPurpose                                   ValueSet    Terminologies.fsh                    251 - 269
ValueSet-pqcmc-container-type-terminology.json                            PqcmcContainerTypeTerminology                         ValueSet    Terminologies.fsh                    517 - 590
ValueSet-pqcmc-drug-product-component-function-category-terminology.json  PqcmcDrugProductComponentFunctionCategoryTerminology  ValueSet    Terminologies.fsh                    599 - 609
ValueSet-pqcmc-excipient-function-terminology.json                        PqcmcExcipientFunctionTerminology                     ValueSet    Terminologies.fsh                    618 - 682
ValueSet-pqcmc-genc-and-iso-intersect.json                                PqcmcGENCAndISOIntersect                              ValueSet    Terminologies.fsh                    1256 - 1266
ValueSet-pqcmc-graphical-file-types.json                                  PqcmcGraphicalFileTypes                               ValueSet    Terminologies.fsh                    1194 - 1204
ValueSet-pqcmc-impurity-classification-terminology.json                   PqcmcImpurityClassificationTerminology                ValueSet    Terminologies.fsh                    1 - 14
ValueSet-pqcmc-manufactured-dose-form-terminology.json                    PqcmcManufacturedDoseFormTerminology                  ValueSet    Terminologies.fsh                    1179 - 1192
ValueSet-pqcmc-name-part-terminology.json                                 PqcmcNamePartTerminology                              ValueSet    Terminologies.fsh                    179 - 197
ValueSet-pqcmc-non-percentage-units.json                                  PqcmcNonPercentageUnits                               ValueSet    Terminologies.fsh                    1237 - 1244
ValueSet-pqcmc-org-identifier-type-terminology.json                       PqcmcOrgIdentifierTypeTerminology                     ValueSet    Terminologies.fsh                    736 - 746
ValueSet-pqcmc-percentage-units.json                                      PqcmcPercentageUnits                                  ValueSet    Terminologies.fsh                    1225 - 1235
ValueSet-pqcmc-product-part-ingredient-physical-location.json             PqcmcProductPartIngredientPhysicalLocation            ValueSet    Terminologies.fsh                    217 - 226
ValueSet-pqcmc-product-part-type.json                                     PqcmcProductPartType                                  ValueSet    Terminologies.fsh                    199 - 215
ValueSet-pqcmc-quality-benchmark-terminology.json                         PqcmcQualityBenchmarkTerminology                      ValueSet    Terminologies.fsh                    684 - 695
ValueSet-pqcmc-release-mechanism.json                                     PqcmcReleaseMechanism                                 ValueSet    Terminologies.fsh                    240 - 249
ValueSet-pqcmc-release-profile.json                                       PqcmcReleaseProfile                                   ValueSet    Terminologies.fsh                    228 - 238
ValueSet-pqcmc-representation-types.json                                  PqcmcRepresentationTypes                              ValueSet    Terminologies.fsh                    1246 - 1254
ValueSet-pqcmc-source-type-terminology.json                               PqcmcSourceTypeTerminology                            ValueSet    Terminologies.fsh                    697 - 710
ValueSet-pqcmc-specification-status-terminology.json                      PqcmcSpecificationStatusTerminology                   ValueSet    Terminologies.fsh                    712 - 723
ValueSet-pqcmc-specification-type-terminology.json                        PqcmcSpecificationTypeTerminology                     ValueSet    Terminologies.fsh                    725 - 734
ValueSet-pqcmc-strength-type-terminology.json                             PqcmcStrengthTypeTerminology                          ValueSet    Terminologies.fsh                    748 - 756
ValueSet-pqcmc-structure-data-types.json                                  PqcmcStructureDataTypes                               ValueSet    Terminologies.fsh                    1214 - 1223
ValueSet-pqcmc-substance-name-type.json                                   PqcmcSubstanceNameType                                ValueSet    Terminologies.fsh                    285 - 302
ValueSet-pqcmc-test-category-terminology.json                             PqcmcTestCategoryTerminology                          ValueSet    Terminologies.fsh                    62 - 177
ValueSet-pqcmc-test-method-origin-terminology.json                        PqcmcTestMethodOriginTerminology                      ValueSet    Terminologies.fsh                    758 - 767
ValueSet-pqcmc-test-usage-terminology.json                                PqcmcTestUsageTerminology                             ValueSet    Terminologies.fsh                    769 - 777
ValueSet-pqcmc-units-of-measure.json                                      PqcmcUnitsMeasure                                     ValueSet    Terminologies.fsh                    955 - 1045
ValueSet-spl-drug-route-of-administration-terminology.json                SplDrugRouteofAdministrationTerminology               ValueSet    Terminologies.fsh                    1047 - 1177
ValueSet-spl-pharmaceutical-dosage-form-terminology.json                  SplPharmaceuticalDosageFormTerminology                ValueSet    Terminologies.fsh                    779 - 953
ValueSet-substance-classification.json                                    SubstanceClassification                               ValueSet    Terminologies.fsh                    304 - 333
